,Referenzjahr,Stations_id,observed time emergence to beginning of flowering,observed time emergence to yellow ripeness,lat,lon
27764,2022.0,13268.0,66.0,110.0,51.9,11.7167
27765,2022.0,13279.0,74.0,91.0,52.6167,11.8667
27766,2022.0,13346.0,67.0,110.0,50.9667,11.35
27767,2022.0,13400.0,46.0,,51.0667,10.8333
27768,2022.0,13410.0,72.0,,51.0333,10.7167
27769,2022.0,13425.0,77.0,,50.7,12.1667
27770,2022.0,13445.0,70.0,114.0,50.4333,10.9167
27771,2022.0,13458.0,65.0,113.0,50.6833,10.9167
27772,2022.0,13475.0,81.0,106.0,51.1833,10.7
27773,2022.0,13490.0,66.0,,50.5552,10.2862
27774,2022.0,13494.0,48.0,110.0,50.5,10.35
27775,2022.0,13507.0,70.0,120.0,51.25,10.4
27776,2022.0,13556.0,73.0,116.0,50.5833,11.5833
27777,2022.0,13584.0,64.0,123.0,50.8833,12.3667
27778,2022.0,13601.0,67.0,119.0,50.3,11.2333
27779,2022.0,13602.0,63.0,,50.35,11.0667
27780,2022.0,13618.0,64.0,108.0,50.5167,10.7667
27781,2022.0,13626.0,70.0,128.0,50.8667,11.2
27782,2022.0,13639.0,85.0,112.0,51.4,10.4167
27783,2022.0,13642.0,71.0,113.0,51.35,10.3333
27784,2022.0,13719.0,80.0,,50.9167,7.65
27785,2022.0,13789.0,92.0,,54.8333,9.05
27786,2022.0,13920.0,67.0,102.0,51.9,9.8667
27787,2022.0,13921.0,66.0,114.0,52.3833,10.4167
27788,2022.0,13924.0,62.0,,53.4333,8.8167
27789,2022.0,13929.0,71.0,,48.2333,10.9833
27790,2022.0,13935.0,58.0,106.0,48.6167,13.5
27791,2022.0,13950.0,70.0,,51.3167,12.85
27792,2022.0,13951.0,71.0,113.0,53.7667,11.25
27793,2022.0,13958.0,69.0,,51.7667,6.8333
27794,2022.0,13962.0,68.0,,51.3,13.0667
27795,2022.0,14091.0,65.0,108.0,52.9,12.75
27796,2022.0,14140.0,68.0,,50.3,8.7833
27797,2022.0,14220.0,61.0,109.0,51.736,6.546
27798,2022.0,14245.0,73.0,,49.1103,11.1217
27799,2022.0,14252.0,66.0,120.0,50.2556,10.9622
27800,2022.0,14330.0,64.0,,50.3,10.2167
27801,2022.0,14334.0,66.0,101.0,52.4333,12.5833
27802,2022.0,14337.0,75.0,121.0,53.5667,12.05
27803,2022.0,14434.0,70.0,,54.25,9.7
27804,2022.0,15005.0,58.0,,51.7333,12.0333
27805,2022.0,15035.0,64.0,120.0,51.3,12.1667
27806,2022.0,15037.0,72.0,96.0,51.45,7.4167
27807,2022.0,15097.0,62.0,107.0,48.38,12.42
27808,2022.0,15107.0,76.0,113.0,53.9667,11.55
27809,2022.0,15130.0,80.0,117.0,53.45,7.3667
27810,2022.0,15131.0,64.0,,52.15,8.6333
27811,2022.0,15138.0,54.0,107.0,51.08,12.514
27812,2022.0,15141.0,73.0,,53.3333,7.3167
27813,2022.0,15143.0,58.0,98.0,50.8167,7.75
27814,2022.0,15148.0,71.0,124.0,52.35,11.3667
27815,2022.0,15203.0,69.0,,52.5833,12.35
27816,2022.0,15229.0,69.0,100.0,49.6821,8.395
27817,2022.0,15230.0,59.0,102.0,49.4683,8.5002
27818,2022.0,15237.0,66.0,,51.7804,11.71
27819,2022.0,15243.0,67.0,118.0,48.0618,9.5572
27820,2022.0,15250.0,64.0,101.0,52.0539,9.9089
27821,2022.0,15251.0,69.0,,52.6325,7.1119
27822,2022.0,15252.0,60.0,96.0,51.0219,10.5158
27823,2022.0,15253.0,71.0,,52.2174,12.1634
27824,2022.0,15447.0,69.0,114.0,50.6275,11.8692
27825,2022.0,15449.0,78.0,100.0,50.2553,10.6832
27826,2022.0,15451.0,68.0,120.0,52.8567,11.14
27827,2022.0,15459.0,63.0,124.0,50.7353,13.0267
27828,2022.0,15460.0,64.0,110.0,51.0778,10.8618
27829,2022.0,15463.0,85.0,,52.2264,10.7085
27830,2022.0,15464.0,67.0,,51.339,12.4855
27831,2022.0,15470.0,70.0,,52.1135,11.5576
27832,2022.0,15474.0,66.0,110.0,49.8397,12.0471
27833,2022.0,15475.0,85.0,107.0,49.9808,11.8377
27834,2022.0,15480.0,77.0,,50.7446,9.345
27835,2022.0,15492.0,60.0,112.0,47.9097,10.7542
27836,2022.0,15497.0,76.0,,51.5718,14.4767
27837,2022.0,15500.0,77.0,129.0,53.3079,12.294
27838,2022.0,15501.0,74.0,131.0,54.4401,13.1785
27839,2022.0,15502.0,55.0,105.0,48.6621,10.3096
27840,2022.0,15504.0,60.0,,51.9865,14.3034
27841,2022.0,15505.0,69.0,107.0,53.0966,11.8593
27842,2022.0,15508.0,93.0,125.0,53.4585,12.2417
27843,2022.0,15538.0,65.0,119.0,51.015,6.2716
27844,2022.0,15539.0,64.0,,52.9586,8.872
27845,2022.0,15540.0,70.0,128.0,48.0348,7.5836
27846,2022.0,15548.0,68.0,,51.1197,6.2518
27847,2022.0,15551.0,81.0,124.0,53.7248,9.0929
27848,2022.0,15557.0,63.0,,51.1781,9.3682
27849,2022.0,15905.0,67.0,99.0,48.7083,13.5342
27850,2022.0,15908.0,56.0,,47.8362,11.2639
27851,2022.0,15920.0,75.0,138.0,50.8499,13.7629
27852,2022.0,15937.0,66.0,,51.776,14.3168
27853,2022.0,15968.0,62.0,,50.9034,12.2015
27854,2022.0,15975.0,65.0,127.0,48.7539,10.7115
27855,2022.0,15981.0,76.0,,49.0177,13.1737
27856,2022.0,15983.0,68.0,94.0,49.5528,10.5394
27857,2022.0,15992.0,75.0,117.0,48.7584,9.9855
27858,2022.0,16076.0,68.0,120.0,51.7855,8.8388
27859,2022.0,19038.0,74.0,111.0,49.96,10.9971
27860,2022.0,19040.0,70.0,121.0,50.6432,12.2583
27861,2022.0,19085.0,67.0,120.0,54.8042,9.3869
27862,2022.0,19089.0,88.0,,51.9439,6.8705
27863,2022.0,19092.0,66.0,,52.7958,13.4817
27864,2022.0,19122.0,70.0,141.0,52.578,10.883
27865,2022.0,19124.0,71.0,121.0,52.4735,10.6755
27866,2022.0,19173.0,92.0,,52.042,9.3895
27867,2022.0,19181.0,68.0,116.0,49.0328,9.339
27868,2022.0,19219.0,61.0,122.0,48.3225,10.036
27869,2022.0,19248.0,66.0,105.0,52.3196,9.3218
27870,2022.0,19249.0,73.0,96.0,51.7597,6.1902
27871,2022.0,19267.0,84.0,120.0,50.5622,7.6958
27872,2022.0,19296.0,72.0,,54.3401,12.5493
27873,2022.0,19437.0,78.0,147.0,52.5181,7.3081
27874,2022.0,19438.0,59.0,,48.1525,11.0005
27875,2022.0,19475.0,64.0,119.0,53.0316,13.9908
27876,2022.0,19478.0,70.0,117.0,50.7913,12.872
27877,2022.0,19483.0,72.0,,50.3602,6.8697
27878,2022.0,19484.0,59.0,103.0,53.3911,10.6878
27879,2022.0,19485.0,68.0,115.0,52.2085,14.118
27880,2022.0,19487.0,64.0,111.0,52.2915,10.4464
27881,2022.0,19488.0,63.0,129.0,48.4024,11.6946
27882,2022.0,19554.0,83.0,105.0,53.3222,11.9321
27883,2022.0,19585.0,70.0,128.0,53.6865,11.0608
27884,2022.0,19587.0,60.0,,48.7091,9.2147
27885,2022.0,19914.0,57.0,,50.3168,9.3627
